Carimbo de data/hora,Em qual instituição você está fazendo pós graduação?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição),De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina (Paulo Justiniano e/ou Walmes Zeviani)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Qual o seu sexo?,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Com quem você mora?,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?,"Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Você pratica atividade física regularmente?,Quantas vezes por semana você se exercita?,Qual atividade você pratica?,Você teve ao menos um teste positivo para covid-19?,Você conhece alguém que já foi infectado pela covid-19?,Você faz parte do grupo de risco?,"Dentre as pessoas que você convive regularmente (mesmo em tempos de pandemia), há ao menos uma pertencente ao grupo de risco?",Você foi vacinado contra a covid-19?,Quais das medidas a seguir você considera eficazes na prevenção à covid-19?,E quais das medidas você efetivamente segue para fins de prevenção?,Como a pandemia afetou sua renda?,Como a pandemia afetou seus estudos/pesquisa?,"Caso você seja estudante de pós graduação, como a pandemia afetou seu aprendizado?",Você aprova o formato remoto de ensino?,Você sente mais dificuldades no formato remoto quando comparado ao presencial?,"Caso você seja estudante de pós graduação, você acha que a pandemia vai afetar o tempo de conclusão do seu curso?",Como você avalia as medidas tomadas pelas autoridades para evitar o colapso do sistema de saúde?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
17/03/2021 15:16:58,UFPR,BL - Ciências Biológiccas,Mestrado Acadêmico,Ciências Biológicas,2017,UFPR,"Iniciação científica, Monitoria, Projeto de extensão",,2022,UFPR,1,CAPES,1,5,Não,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,160,62,21/12/1994,Bolsista em tempo integral,Sozinho,1,Interior do Paraná,B (carro),Transporte público,10,10,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Não,0,Nenhuma,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou pouco,Estudei menos que o normal,Afetou moderadamente,Sim,Não sei dizer,Não,,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",26
17/03/2021 15:20:52,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2006,UNC,Não participei,,,,0,Não,0,0,Não,Nunca usei,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Sim,Não,Totalmente em escola pública,Magistério,Feminino,169,61,12/06/1973,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Região metropolitana,B (carro),Carro/moto próprio,15,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,3,"Caminhada, Natação",Sim,Sim,Não,Sim,Sim,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social, Nehnuma","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou muito,Estudei menos que o normal,Afetou pouco,Sim,Não,Não se dizer,,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
17/03/2021 15:21:35,UFPR,BL - Ciências Biológiccas,Mestrado Acadêmico,Ciências Biológicas,2020,UNESPAR,Não participei,2020,,,0,Não,1,0,Sim,"R, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,189,65,27/09/1997,Mestrando sem bolsa nem vínculo empregatício,Com amigos,1,Interior do Paraná,A e B (moto e carro),Transporte público,120,2,Não possuo,Não toco nenhum instrumento,Instagram,Não,2,Caminhada,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou pouco,Estudei mais que o normal,Afetou moderadamente,Sim,Não,Sim,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
17/03/2021 15:22:16,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2010,senac sp,Não participei,,,,0,Não,1,0,Não,"Excel ou similares, Matlab",Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,170,70,15/04/1986,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Outro Estado,A e B (moto e carro),Carro/moto próprio,15,3,Não possuo,Violão,"Facebook, Instagram, Linkedin",Sim,3,"Corrida, Musculação",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais)",Não afetou,Estudei menos que o normal,Afetou moderadamente,Sim,Não,Sim,,20,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
17/03/2021 15:22:02,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Biológicas,2018,UP,Iniciação científica,,,,0,CAPES,1,3,Sim,"Minitab, Excel ou similares, Matlab",Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,181,94,05/11/1996,Bolsista em tempo integral,Com os pais,1,Curitiba,B (carro),Transporte público,120,5,Cachorro,Flauta,"Facebook, Instagram, Linkedin",Sim,2,Caminhada,Não,Sim,Sim,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou pouco,Estudei menos que o normal,Afetou muito,Sim,Sim,Sim,,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
17/03/2021 15:23:59,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2018,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão",,,,2,Não,0,0,Não,Nunca usei,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,162,42,14/10/1994,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,B (carro),A pé,15,0,Não possuo,"Violão, Piano",Nenhuma,Sim,3,"Caminhada, Musculação, Pilates",Não,Sim,Não,Sim,Sim,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Não afetou,Estudei menos que o normal,,Sim,Não,Não,,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
17/03/2021 15:24:30,UNIOESTE,,Doutorado,Ciências Biológicas,2013,UNIOESTE,"Iniciação científica, Monitoria, Projeto de extensão",2014,2015,UNIOESTE,4,Fundação Araucária,1,4,Sim,R,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,169,61,07/03/1992,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,0,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,15,0,Não possuo,"Violão, Teclado",Instagram,Sim,5,"Caminhada, Ciclismo, Musculação",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Tratamento precoce (de qualquer espécie)","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais)",Não afetou,Estudei mais que o normal,Não afetou,Sim,Não,Não se dizer,,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
17/03/2021 15:25:01,UFPR,BL - Ciências Biológiccas,Mestrado Acadêmico,Ciências Biológicas,2005,UNICENP,Projeto de extensão,,2021,UFPR,0,CAPES,0,13,Não,SPSS,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,175,75,02/11/1982,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,B (carro),Carro/moto próprio,40,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,3,Corrida,Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou pouco,Estudei menos que o normal,Afetou pouco,Sim,Sim,Sim,,21,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
17/03/2021 15:25:03,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2013,PUCPR,Iniciação científica,,,,0,Não,2,3,Sim,Excel ou similares,Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,170,60,14/11/1988,Trabalho por contrato,Sozinho,2,Curitiba,B (carro),Bicicleta,15,0,Não possuo,Teclado,"Facebook, Twitter, Instagram, Linkedin",Sim,5,Caminhada,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Vacinação",Afetou moderadamente,Estudei menos que o normal,Afetou pouco,Sim,Sim,Não se dizer,,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
17/03/2021 15:26:22,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2017,UFPR,"Monitoria, Projeto de extensão",,,UFPR,0,CAPES,1,0,Sim,SPSS,Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,162,52,27/10/1994,Bolsista em tempo integral,Com os pais,1,Curitiba,B (carro),Carro/moto próprio,25,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Não,0,Nenhuma,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou muito,Estudei mais que o normal,Afetou muito,Sim,Não sei dizer,Sim,,28,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
17/03/2021 15:27:07,UFPR,BL - Ciências Biológiccas,Mestrado Acadêmico,Ciências Biológicas,2018,UP,"Monitoria, Projeto de extensão",,,,0,CAPES,2,13,Sim,SPSS,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Sim,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,154,49,10/10/1991,Bolsista em tempo integral,Com os pais,1,Curitiba,B (carro),Carro/moto próprio,15,0,Cachorro,Não toco nenhum instrumento,"Twitter, Instagram",Sim,3,Pilates,Prefiro não dizer,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou pouco,Estudei mais que o normal,Afetou moderadamente,Não sei dizer,Sim,Sim,,22,"A da esquerda se chama Bouba, a da direita se chama Kiki.",15
17/03/2021 15:27:42,UFPR,ED - Educação,Mestrado Acadêmico,Ciências Humanas,2005,UFS,Não participei,,,,2,Não,1,0,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,174,82,31/03/1975,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,Superior à B,Carro/moto próprio,30,0,Cachorro,Não toco nenhum instrumento,"Google+, Linkedin",Sim,4,"Corrida, Musculação, Natação",Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Tratamento precoce (de qualquer espécie), Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou muito,Estudei mais que o normal,Afetou pouco,Sim,Não,Não,,20,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
17/03/2021 15:29:28,UFPR,AG - Agrárias,Doutorado,Ciências Exatas,2016,UFRA,"Iniciação científica, PET, Projeto de extensão",2016,2018,UFRRJ,5,CAPES,2,2,Sim,"R, SAS, SPSS, Sisvar, Sigmaplot, RBio",Certamente sim,10,abrir minha empresa,Site da UFPR ou instituição de origem,Não,Sim,Sim,Totalmente em escola pública,Ensino médio tradicional,Feminino,177,85,30/12/1991,Bolsista em tempo integral,Sozinho,7,Outro Estado,Não,A pé,15,8,Não possuo,Não toco nenhum instrumento,"Google+, Instagram",Não,0,Nenhuma,Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei menos que o normal,Afetou moderadamente,Sim,Não,Não,,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
17/03/2021 15:30:31,UFPR,CT - Ciências da Terra,Doutorado,Ciências Exatas,1987,FURG,"Iniciação científica, Monitoria",1990,1993,INPE,5,Não,2,2,Sim,"Statistica, Matlab",Certamente sim,7,Adquirir aprofundamento para aplicar em em pesquisas e na minha atividade profissional,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,170,65,03/07/1962,Empreendedor. Sócio Diretor de ONG,Com outros familiares,1,Outro Estado,Superior à B,A pé,20,1,Cachorro,Guitarra,Linkedin,Não,3,Caminhada,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou muito,Estudei menos que o normal,Afetou muito,Sim,Sim,Sim,,26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
17/03/2021 15:31:11,UNIOESTE,,Mestrado Acadêmico,Ciências Biológicas,2018,UEMS,"Iniciação científica, Monitoria, Projeto de extensão",,,,0,Não,2,0,Sim,"R, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,e_mail do meu curso,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,158,83,04/01/1974,Não estou trabalhando,Com outros familiares,3,Interior do Paraná,B (carro),Carona com amigos,60,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram",Não,0,Nenhuma,Não,Sim,Sim,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Não afetou,,Não sei dizer,Sim,Não,,19,"A da esquerda se chama Kiki, a da direita se chama Bouba.",39
17/03/2021 15:31:38,UFPR,TC - Tecnologia,Doutorado,Ciências Biológicas,2012,UFPR ,Iniciação científica,2013,2015,UFPR,3,CAPES,2,13,Não,Nunca usei,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,182,82,05/06/1986,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,8,Outro País,B (carro),Bicicleta,16,8,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",Sim,3,"Caminhada, Ciclismo, Basquete",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Prefiro não responder,Estudei menos que o normal,Afetou moderadamente,Não sei dizer,Sim,Sim,,24,"A da esquerda se chama Bouba, a da direita se chama Kiki.",36
17/03/2021 15:34:13,UFPR,SA - Sociais Aplicadas,Doutorado,Ciências Humanas,1991,UEPG,Não participei,1997,2001,USP,1,Não,1,2,Sim,"SAS, Excel ou similares",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,160,59,10/01/1973,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,B (carro),Carro/moto próprio,120,0,Não possuo,Não toco nenhum instrumento,Facebook,Não,0,Nenhuma,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Estudei mais que o normal,Afetou muito,Sim,Sim,Não se dizer,,18,"A da esquerda se chama Bouba, a da direita se chama Kiki.",26
17/03/2021 15:35:51,UFPR,TC - Tecnologia,Mestrado Profissional,Ciências Humanas,2017,UniCuritiba,Laboratório de Prática Jurídica,,,,0,Não,0,11,Não,Nunca usei,Não sei ainda,6,Minha pesquisa envolve o desenvolvimento de uma inovação. A pretensão é pesquisar e aprimorar essa inovação e compartilhar os resultados.,Por alguma outra mídia social da UFPR,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,164,51,15/08/1990,Autônoma,Com os pais,1,Interior do Paraná,B (carro),Carro/moto próprio,15,5,Cachorro,Não toco nenhum instrumento,"Instagram, Linkedin",Sim,3,"Caminhada, Pilates",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei mais que o normal,Afetou pouco,Não sei dizer,Sim,Sim,,22,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
17/03/2021 15:39:19,UFPR,CH - Humanas,Mestrado Profissional,Ciências Humanas,2010,Faculdade Assis Gurgacz ,"Monitoria, Projeto de extensão",,,,0,Não,1,0,Sim,Excel ou similares,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,189,104,22/10/1987,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Interior do Paraná,B (carro),Carro/moto próprio,13,0,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin, Outras",Não,0,Nenhuma,Não,Sim,Não,Sim,Sim,"Uso de máscaras, Uso de luvas, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Não afetou,Estudei mais que o normal,Afetou pouco,Sim,Não,Sim,,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",19
17/03/2021 15:42:25,UNILA,,Mestrado Acadêmico,Ciências Exatas,2020,UNILA,Iniciação científica,,,,0,Não,2,0,Sim,Excel ou similares,Não sei ainda,7,Aumento salarial e oportunidades mais promissoras.,Por colegas,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,165,65,06/02/1996,Trabalho com carteira assinada/Vínculo Formal,"Pensão, quarto alugado ou algo similar",1,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,9,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,5,Musculação,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação",Afetou moderadamente,Estudei menos que o normal,Afetou pouco,Sim,Não,Não se dizer,,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
